n_future_bars,tp_threshold,sl_threshold,volatility_threshold,sharpe,total_trade, 'mdd'
28,0.05,-0.04,1.0,1.2532906236013472,656,-0.0501631862870517
28,0.05,-0.04,1.2,1.3688439848283276,698,-0.0501631862870517
28,0.05,-0.04,1.4,1.386886267467227,706,-0.068842304169411
28,0.05,-0.04,1.6,1.425922134724259,714,-0.0738353334146637
28,0.05,-0.04,1.7999999999999998,1.4527230718787578,722,-0.0892062418686965
28,0.05,-0.04,2.0,1.4569555066402335,730,-0.0815255432838624
28,0.05,-0.04,2.2,1.4911151326377636,744,-0.0815255432838624
28,0.05,-0.04,2.3999999999999995,1.4952027961586445,749,-0.0803255432838625
28,0.05,-0.04,2.6,1.5490309912037667,757,-0.0803255432838625
28,0.05,-0.04,2.8,1.5711710241813075,775,-0.0803255432838625
28,0.05,-0.05,1.0,1.0995036641698983,496,-0.0501631862870517
28,0.05,-0.05,1.2,1.208953207192053,544,-0.0501631862870517
28,0.05,-0.05,1.4,1.227120503713606,558,-0.068842304169411
28,0.05,-0.05,1.6,1.265863096655183,566,-0.0738353334146643
28,0.05,-0.05,1.7999999999999998,1.2695586935680805,560,-0.089206241868696
28,0.05,-0.05,2.0,1.293158491698065,566,-0.0815255432838619
28,0.05,-0.05,2.2,1.3301786825232902,574,-0.0815255432838619
28,0.05,-0.05,2.3999999999999995,1.3265096186229175,581,-0.0803255432838618
28,0.05,-0.05,2.6,1.3665140726517817,587,-0.0803255432838625
28,0.05,-0.06,1.0,1.0660432556390316,422,-0.0501631862870519
28,0.05,-0.06,1.2,1.152386587739124,452,-0.0501631862870517
28,0.05,-0.05,2.8,1.3858086832364418,599,-0.0803255432838625
28,0.05,-0.06,1.4,1.1787545042661076,460,-0.068842304169411
28,0.05,-0.06,1.6,1.2062803888453313,480,-0.0738353334146643
28,0.05,-0.06,1.7999999999999998,1.2113065276597066,482,-0.089206241868696
28,0.05,-0.06,2.0,1.216324649316228,482,-0.0815255432838619
28,0.05,-0.06,2.3999999999999995,1.2588446536836135,491,-0.0803255432838621
28,0.05,-0.06,2.2,1.260285280549159,486,-0.0815255432838619
28,0.05,-0.06,2.6,1.2907143991113397,501,-0.0803255432838621
28,0.05,-0.06,2.8,1.3098155837429517,515,-0.0803255432838621
28,0.05,-0.07,1.0,1.0285429115436897,358,-0.0501631862870519
28,0.05,-0.07,1.2,1.1221393030771116,386,-0.0512556411838526
28,0.05,-0.07,1.4,1.1097919896088098,406,-0.0709460116538843
28,0.05,-0.07,1.6,1.138483130199356,430,-0.0759390408991376
28,0.05,-0.07,1.7999999999999998,1.148730702810066,426,-0.089206241868696
28,0.05,-0.07,2.0,1.1558793964938812,426,-0.0815255432838619
28,0.05,-0.07,2.2,1.2028992629655844,428,-0.0815255432838619
28,0.05,-0.07,2.3999999999999995,1.2025007459845238,439,-0.0803255432838621
28,0.05,-0.07,2.6,1.2365618409969987,449,-0.0803255432838621
28,0.05,-0.07,2.8,1.258663815790078,463,-0.0879333683837904
28,0.06,0.0,1.0,1.3562157376246653,2321,-0.1825819798731753
28,0.06,0.0,1.2,1.5586624284815032,2343,-0.1631938151683014
28,0.06,0.0,1.4,1.5696526998152822,2311,-0.1807153917028614
28,0.06,0.0,1.6,1.6471431790867694,2305,-0.143413976605057
28,0.06,0.0,2.2,1.722576671943671,2295,-0.1132827740955315
28,0.06,0.0,2.0,1.7477399466333443,2283,-0.0894761021328118
28,0.06,0.0,2.3999999999999995,1.7437378143279507,2306,-0.1208955538928346
28,0.06,0.0,1.7999999999999998,1.6902511362896264,2279,-0.1070033205456182
28,0.06,0.0,2.6,1.7994407607703171,2300,-0.141507248732104
28,0.06,0.0,2.8,1.878754190866517,2326,-0.0906300293858954
28,0.06,-0.01,1.0,1.5252294278261662,1573,-0.0658394670401262
28,0.06,-0.01,1.2,1.7115026233160215,1615,-0.0606183352120277
28,0.06,-0.01,1.4,1.7081907505863203,1627,-0.094119313167615
28,0.06,-0.01,1.6,1.785766603430765,1631,-0.0882426185714071
28,0.06,-0.01,1.7999999999999998,1.833483433444514,1647,-0.0821431244314712
28,0.06,-0.01,2.3999999999999995,1.90930821027272,1676,-0.0881513744796067
28,0.06,-0.01,2.8,2.0104869873263747,1700,-0.0727429935110981
28,0.06,-0.01,2.6,1.966679238366445,1670,-0.0977585386800099
28,0.06,-0.01,2.0,1.8818028225291936,1665,-0.0826223650152981
28,0.06,-0.01,2.2,1.8922284293534652,1671,-0.0719515165279469
28,0.06,-0.02,1.0,1.411355620107697,1034,-0.0503202865025951
28,0.06,-0.02,1.2,1.58333173255803,1080,-0.0580943915196003
28,0.06,-0.02,1.6,1.6595567291974334,1118,-0.0815652322001145
28,0.06,-0.02,1.4,1.593756338581095,1110,-0.0815652322001145
28,0.06,-0.02,1.7999999999999998,1.710023867614366,1116,-0.0815652322001145
28,0.06,-0.02,2.0,1.74329577152138,1126,-0.0820444727839406
28,0.06,-0.02,2.2,1.741594348997825,1144,-0.0713736242965898
28,0.06,-0.02,2.6,1.8077420493380896,1147,-0.08591227492009
28,0.06,-0.02,2.3999999999999995,1.7551738483386374,1151,-0.0763051107196868
28,0.06,-0.03,1.0,1.2876655648309334,758,-0.0535569525982638
28,0.06,-0.02,2.8,1.8281487791438331,1161,-0.0727429935110983
28,0.06,-0.03,1.2,1.4587281294925478,800,-0.0501631862870517
28,0.06,-0.03,1.4,1.4901753753332017,820,-0.0688423041694106
28,0.06,-0.03,1.6,1.5474222892483052,836,-0.0738353334146637
28,0.06,-0.03,2.0,1.6069025258606475,858,-0.0704221894670145
28,0.06,-0.03,1.7999999999999998,1.586046611334106,842,-0.0698305524326148
28,0.06,-0.03,2.2,1.6136855163335504,876,-0.0692221894670146
28,0.06,-0.03,2.3999999999999995,1.615113993895298,885,-0.0763051107196873
28,0.06,-0.03,2.6,1.6630613423968137,889,-0.0859122749200903
28,0.06,-0.03,2.8,1.6732534726609822,901,-0.0692221894670146
28,0.06,-0.04,1.0,1.1206119029638366,562,-0.0501631862870517
28,0.06,-0.04,1.4,1.2671152699218826,588,-0.068842304169411
28,0.06,-0.04,1.2,1.239547367598526,588,-0.0522837126763244
28,0.06,-0.04,1.6,1.3041251706077213,588,-0.0738353334146643
28,0.06,-0.04,1.7999999999999998,1.346825757811079,594,-0.069830552432615
28,0.06,-0.04,2.0,1.3306292229375083,606,-0.0704221894670148
28,0.06,-0.04,2.2,1.366594017875677,618,-0.0692221894670147
28,0.06,-0.04,2.3999999999999995,1.3653174648061583,623,-0.0836566687194484
28,0.06,-0.04,2.6,1.4153232098289212,625,-0.0836566687194484
28,0.06,-0.04,2.8,1.4184430900143357,637,-0.06937410910881
28,0.06,-0.05,1.0,0.9463313027278032,402,-0.0501631862870519
28,0.06,-0.05,1.2,1.0612580957744546,434,-0.0501631862870517
28,0.06,-0.05,1.7999999999999998,1.146342469973046,432,-0.0698305524326152
28,0.06,-0.05,2.0,1.1492956208153509,442,-0.070422189467015
28,0.06,-0.05,1.4,1.0905161821809652,440,-0.068842304169411
28,0.06,-0.05,1.6,1.127151125687481,440,-0.0738353334146643
28,0.06,-0.05,2.3999999999999995,1.178726193107923,455,-0.0782803110080647
28,0.06,-0.05,2.2,1.189239392545108,448,-0.0692221894670149
28,0.06,-0.05,2.6,1.2136078068815004,455,-0.0782803110080647
28,0.06,-0.05,2.8,1.2111657652455603,461,-0.0703915925761378
28,0.06,-0.06,1.0,0.906580527029006,328,-0.0501631862870519
28,0.06,-0.06,1.2,0.9958096528104128,342,-0.0501631862870519
28,0.06,-0.06,1.4,1.0355932260321947,342,-0.068842304169411
28,0.06,-0.06,1.7999999999999998,1.0817233008114726,354,-0.0698305524326152
28,0.06,-0.06,1.6,1.0599201635726834,354,-0.0738353334146643
28,0.06,-0.06,2.0,1.062332067242349,358,-0.070422189467015
28,0.06,-0.06,2.2,1.110675643064194,360,-0.0692221894670149
28,0.06,-0.06,2.3999999999999995,1.102224979841479,365,-0.0722451847626098
28,0.06,-0.06,2.6,1.1278607981733713,369,-0.0722451847626099
28,0.06,-0.06,2.8,1.123933350094711,377,-0.079919198363174
28,0.06,-0.07,1.0,0.8617575285514975,264,-0.0501631862870519
28,0.06,-0.07,1.2,0.9600546309971528,276,-0.0512556411838521
28,0.06,-0.07,1.4,0.9566599731399515,288,-0.0709460116538841
28,0.06,-0.07,1.6,0.9822373856670796,304,-0.0759390408991376
28,0.06,-0.07,1.7999999999999998,1.0113562973757044,298,-0.0719342599170885
28,0.06,-0.07,2.0,0.9926925777045584,302,-0.0725258969514883
28,0.06,-0.07,2.2,1.0452305119222087,302,-0.0713258969514882
28,0.06,-0.07,2.3999999999999995,1.0375107545804023,313,-0.0713258969514882
28,0.06,-0.07,2.6,1.0655177215191654,317,-0.0713258969514882
28,0.06,-0.07,2.8,1.0639298550380696,325,-0.0879333683837905
28,0.07,0.0,1.0,1.3086348045039702,2277,-0.1825819798731758
28,0.07,0.0,1.2,1.505472899256772,2299,-0.163193815168301
28,0.07,0.0,1.4,1.518634871105801,2267,-0.1807153917028614
28,0.07,0.0,1.6,1.5952754620545615,2255,-0.143413976605057
28,0.07,0.0,1.7999999999999998,1.633800960345082,2227,-0.1070033205456182
28,0.07,0.0,2.0,1.6852592587524315,2227,-0.0894761021328118
28,0.07,0.0,2.2,1.6536944116746033,2239,-0.1132827740955315
28,0.07,0.0,2.3999999999999995,1.6874043823942684,2245,-0.1208955538928346
28,0.07,0.0,2.6,1.7400882045399624,2239,-0.141507248732104
28,0.07,0.0,2.8,1.822839548763032,2263,-0.0906300293858954
28,0.07,-0.01,1.0,1.4724427134071278,1529,-0.0658394670401262
28,0.07,-0.01,1.2,1.6532049957355692,1571,-0.0606183352120277
28,0.07,-0.01,1.4,1.6520585511553088,1583,-0.094119313167615
28,0.07,-0.01,1.6,1.7289933612694264,1581,-0.0882426185714071
28,0.07,-0.01,1.7999999999999998,1.7716483283559383,1595,-0.0821431244314712
28,0.07,-0.01,2.0,1.8137737554899955,1609,-0.0826223650152981
28,0.07,-0.01,2.2,1.8180463192848488,1615,-0.0719515165279469
28,0.07,-0.01,2.3999999999999995,1.8501487350198915,1615,-0.0727429935110983
28,0.07,-0.01,2.6,1.9041758845655636,1609,-0.0756517455754963
28,0.07,-0.01,2.8,1.951216705326353,1637,-0.07435068441333
28,0.07,-0.02,1.2,1.5169899602776693,1036,-0.0536674862405464
28,0.07,-0.02,1.0,1.3507213684614852,990,-0.0503202865025951
28,0.07,-0.02,1.4,1.529861868322715,1066,-0.0815652322001145
28,0.07,-0.02,1.6,1.5953759231944606,1068,-0.0815652322001145
28,0.07,-0.02,1.7999999999999998,1.640395036453573,1064,-0.0815652322001145
28,0.07,-0.02,2.0,1.6670434919443329,1070,-0.0820444727839406
28,0.07,-0.02,2.2,1.6585115328723934,1088,-0.0713736242965898
28,0.07,-0.02,2.3999999999999995,1.689410412957775,1090,-0.0727429935110983
28,0.07,-0.02,2.6,1.7384195054131444,1086,-0.0727429935110983
28,0.07,-0.02,2.8,1.762104749667335,1098,-0.0727429935110983
28,0.07,-0.03,1.0,1.2191425909898972,714,-0.0535569525982638
28,0.07,-0.03,1.2,1.384562867791653,756,-0.0501631862870517
28,0.07,-0.03,1.4,1.4182513968740755,776,-0.0581650110612637
28,0.07,-0.03,1.6,1.4753540381356025,786,-0.0631580403065168
28,0.07,-0.03,1.7999999999999998,1.5080601991446967,790,-0.0591532593244679
28,0.07,-0.03,2.0,1.5217261737403112,802,-0.0734174640011486
28,0.07,-0.03,2.2,1.5212708736274465,820,-0.0585448963588677
28,0.07,-0.03,2.3999999999999995,1.542167871557042,824,-0.0642423655956943
28,0.07,-0.03,2.6,1.586333827748174,828,-0.0642423655956943
28,0.07,-0.03,2.8,1.599902012016797,838,-0.0642423655956943
28,0.07,-0.04,1.0,1.043173753220444,518,-0.0501631862870519
28,0.07,-0.04,1.2,1.1553210950099364,544,-0.0522837126763244
28,0.07,-0.04,1.4,1.185590841009864,544,-0.058165011061264
28,0.07,-0.04,1.6,1.2224318666152223,538,-0.0631580403065172
28,0.07,-0.04,1.7999999999999998,1.2587478958674825,542,-0.0591532593244682
28,0.07,-0.04,2.0,1.2330766497726324,550,-0.0734174640011492
28,0.07,-0.04,2.2,1.2611436311710078,562,-0.0585448963588679
28,0.07,-0.04,2.3999999999999995,1.2812744079811305,562,-0.0693741091088103
28,0.07,-0.04,2.6,1.3271796271744434,564,-0.06937410910881
28,0.07,-0.04,2.8,1.334190476904947,574,-0.06937410910881
28,0.07,-0.05,1.0,0.8556196142305875,358,-0.0501631862870519
28,0.07,-0.05,1.2,0.9640444113927014,390,-0.0501631862870519
28,0.07,-0.05,1.4,0.9971099390018344,396,-0.058165011061264
28,0.07,-0.05,1.6,1.0347079061240732,390,-0.0631580403065172
28,0.07,-0.05,1.7999999999999998,1.0458390633881474,380,-0.0591532593244682
