start_time,close,datetime,exchange_whale_ratio,coinbase_premium_index,taker_buy_sell_ratio,netflow
1664211600000,19125.03481755,2022-09-26 17:00:00,0.79085086,0.00340038,1.01537899,186.34040173
1664215200000,19169.61836211,2022-09-26 18:00:00,0.52381968,0.00208645,0.99618362,-546.0444266700001
1664218800000,19200.71623606,2022-09-26 19:00:00,0.4791875,0.01025894,0.96390535,-235.47053332000002
1664222400000,19114.34358445,2022-09-26 20:00:00,0.56040575,0.00449935,0.88137342,-120.30065059000003
1664226000000,19097.24412501,2022-09-26 21:00:00,0.67050667,-0.00041891,0.83524688,166.37440533000003
1664229600000,19139.96264257,2022-09-26 22:00:00,0.57055937,0.00606111,1.11108381,150.12165991
1664233200000,19234.49736493,2022-09-26 23:00:00,0.37535713,0.00093614,1.50093433,-101.05019915999999
1664236800000,19353.21131411,2022-09-27 00:00:00,0.79486396,0.00227434,1.17472505,-218.54241177
1664240400000,19757.07898321,2022-09-27 01:00:00,0.83598736,-0.01725136,1.29811251,-140.49018811999997
1664244000000,20073.86674008,2022-09-27 02:00:00,0.90830898,-0.13485404,1.28494399,836.88097821
1664247600000,20098.94953259,2022-09-27 03:00:00,0.70427791,-0.00995072,1.07943338,732.8898037299999
1664251200000,20052.38325964,2022-09-27 04:00:00,0.90626617,-0.00508794,0.97078676,174.64637514000003
1664254800000,20221.56835843,2022-09-27 05:00:00,0.49088569,-0.01083569,1.1660297,369.67250823999996
1664258400000,20195.32844943,2022-09-27 06:00:00,0.57419093,0.00247593,1.0261897,182.76894798
1664262000000,20185.83655634,2022-09-27 07:00:00,0.72164233,0.01471481,0.91117281,511.93741258
1664265600000,20145.48651505,2022-09-27 08:00:00,0.48988635,-0.00754499,1.00527306,1395.0071667099999
1664269200000,20182.38549155,2022-09-27 09:00:00,0.81311543,-0.01932364,1.18307022,864.62912039
1664272800000,20225.64578853,2022-09-27 10:00:00,0.56225165,-0.0156268,1.03980425,447.69361228
1664276400000,20228.81542539,2022-09-27 11:00:00,0.71998697,-0.00499277,1.07681351,71.18145929000002
1664280000000,20273.14010573,2022-09-27 12:00:00,0.71066466,-0.00143062,0.98653554,-2.980817829999978
1664283600000,20193.71474664,2022-09-27 13:00:00,0.75799072,-0.0169845,1.00110428,-136.20999526
1664287200000,20205.02476599,2022-09-27 14:00:00,0.56603187,-0.01281902,1.17463163,455.21725275999995
1664290800000,19888.26667342,2022-09-27 15:00:00,0.58166421,-0.01744794,0.79731891,-111.57781999999997
1664294400000,19110.43705757,2022-09-27 16:00:00,0.78898943,0.01438978,0.89893186,394.8116286300001
1664298000000,18957.43196045,2022-09-27 17:00:00,0.90123918,0.00780706,0.91248993,-803.9788662499999
1664301600000,19142.23336728,2022-09-27 18:00:00,0.61545821,0.02486811,0.9814068,-815.8058092
1664305200000,19077.74908275,2022-09-27 19:00:00,0.45156726,0.00435065,0.90530712,19.691653490000007
1664308800000,19071.80310288,2022-09-27 20:00:00,0.82599045,-0.00136315,1.07440555,-71.75057531000016
1664312400000,18992.57798784,2022-09-27 21:00:00,0.84538316,-0.012372,0.9306371,2064.48822299
1664316000000,19081.83689976,2022-09-27 22:00:00,0.84351915,-0.01016761,1.0269289,181.33789802
1664319600000,19080.96689323,2022-09-27 23:00:00,0.84663926,-0.00817647,1.0497113,-32.54966792000005
1664323200000,19093.09819114,2022-09-28 00:00:00,0.7661247,-0.01356246,0.99094102,634.08953017
1664326800000,19002.79800176,2022-09-28 01:00:00,0.9516805,-0.00926128,0.98133352,1002.5830562600001
1664330400000,18633.70371951,2022-09-28 02:00:00,0.73747009,-0.0170119,0.82663747,-247.68622442000003
1664334000000,18743.84442268,2022-09-28 03:00:00,0.7848339,-0.0074684,0.99278784,-438.52937747000004
1664337600000,18759.88157936,2022-09-28 04:00:00,0.51592743,0.0043169,1.01749954,-350.7924955
1664341200000,18822.42909029,2022-09-28 05:00:00,0.53398331,-0.01216515,0.98496734,-77.80086925999998
1664344800000,18702.71220324,2022-09-28 06:00:00,0.95334429,-0.00401135,0.80754349,1225.1992214299999
1664348400000,18784.14456153,2022-09-28 07:00:00,0.60997037,-0.0048452,1.10735202,-51.231929140000034
1664352000000,18740.72132826,2022-09-28 08:00:00,0.54440018,-0.01307282,0.99321843,-183.06584076000001
1664355600000,18665.2342758,2022-09-28 09:00:00,0.97494245,-0.01619128,0.98702695,3974.50332857
1664359200000,19003.51743102,2022-09-28 10:00:00,0.971125,0.00957671,1.06702376,3034.69546278
1664362800000,18953.69405632,2022-09-28 11:00:00,0.79606359,-0.0183061,0.95594668,226.55374512000003
1664366400000,19071.28018237,2022-09-28 12:00:00,0.6989652,-0.00917546,1.00474974,10.641867939999997
1664370000000,19129.59985666,2022-09-28 13:00:00,0.5312731,0.00067981,1.02809685,-874.63643285
1664373600000,19387.54930528,2022-09-28 14:00:00,0.65113618,-0.00748107,1.16753487,-125.66723961000002
1664377200000,19488.03562643,2022-09-28 15:00:00,0.57097416,0.00369462,1.09951494,-722.71005064
1664380800000,19507.7630791,2022-09-28 16:00:00,0.8841373,0.00076893,1.15489734,520.8460037799999
1664384400000,19346.10485128,2022-09-28 17:00:00,0.66040775,0.00108552,0.89494488,-479.10278969
1664388000000,19556.14125457,2022-09-28 18:00:00,0.5645265,0.00403977,1.22327074,-363.36090394999997
1664391600000,19545.09250118,2022-09-28 19:00:00,0.50291905,-0.00225102,1.00913274,29.720043610000005
1664395200000,19565.92715351,2022-09-28 20:00:00,0.68012004,0.00214634,1.03625751,197.96680999
1664398800000,19617.47077176,2022-09-28 21:00:00,0.5122447,-0.01763647,1.2668786,-82.49914096999998
1664402400000,19487.3117994,2022-09-28 22:00:00,0.61522214,-0.00502932,0.88484635,-465.85999784
