start_time,datetime,outflow_mean,outflow_mean_ma7,outflow_top10,outflow_total
1640995200000,2022-01-01 00:00:00,2.35981812,5.4566928,174.62627476,191.14526798
1640998800000,2022-01-01 01:00:00,5.57403993,5.46104687,168.44210493,183.94331765
1641002400000,2022-01-01 02:00:00,3.29748281,5.36225587,163.66228691,164.87414066
1641006000000,2022-01-01 03:00:00,1.57361631,5.01596489,78.13648063,91.2697462
1641009600000,2022-01-01 04:00:00,2.14815025,3.43308706,141.7893799,150.37051741
1641013200000,2022-01-01 05:00:00,5.10893717,3.73290156,153.09377946,163.48598946
1641016800000,2022-01-01 06:00:00,1.78297926,3.12071769,142.0802651,151.55323742
1641020400000,2022-01-01 07:00:00,1.40768425,2.98469857,32.79465243,38.00747484
1641024000000,2022-01-01 08:00:00,1.04668044,2.33793293,68.99085568,83.73443482
1641027600000,2022-01-01 09:00:00,1.42034759,2.06977075,65.24676535,71.01737973
1641031200000,2022-01-01 10:00:00,13.88083347,3.82794463,638.93347133,652.39917319
1641034800000,2022-01-01 11:00:00,2.95992971,3.94391313,69.39912909,82.87803198
1641038400000,2022-01-01 12:00:00,1.08333366,3.36882691,80.74106495,94.2500288
1641042000000,2022-01-01 13:00:00,2.30276102,3.44308145,56.73724007,69.08283047
1641045600000,2022-01-01 14:00:00,3.93229968,3.8037408,358.03442218,365.70387047
1641049200000,2022-01-01 15:00:00,6.3707115,4.56431666,179.20993513,197.49205636
1641052800000,2022-01-01 16:00:00,2.42511023,4.70785418,117.42970129,121.25551144
1641056400000,2022-01-01 17:00:00,8.43718251,3.93018976,293.75257705,320.61293534
1641060000000,2022-01-01 18:00:00,3.90976178,4.06588005,331.71264321,351.87856042
1641063600000,2022-01-01 19:00:00,7.12437088,4.92888537,206.98084263,220.85549729
1641067200000,2022-01-01 20:00:00,12.20622385,6.34366578,896.01873206,915.46678862
1641070800000,2022-01-01 21:00:00,3.55731869,6.29009706,99.14821984,106.71956075
1641074400000,2022-01-01 22:00:00,0.91864066,5.5112298,55.60509433,56.95572083
1641078000000,2022-01-01 23:00:00,5.50139016,5.95069836,200.08337519,214.55421643
1641081600000,2022-01-02 00:00:00,3.54481261,5.25178838,228.20583398,241.04725733
1641085200000,2022-01-02 01:00:00,6.05620557,5.5584232,156.63900682,163.51755034
1641088800000,2022-01-02 02:00:00,0.47752959,4.60887445,36.58916131,39.63495586
1641092400000,2022-01-02 03:00:00,5.76077344,3.68809582,148.30896784,155.54088296
1641096000000,2022-01-02 04:00:00,3.23523551,3.64208393,192.13014197,207.05507277
1641099600000,2022-01-02 05:00:00,3.59873211,4.02495414,59.55658925,61.17844592
1641103200000,2022-01-02 06:00:00,1.7771604,3.49292132,134.83780057,140.39567138
1641106800000,2022-01-02 07:00:00,2.18980486,3.29934878,71.5056697,81.02277993
1641110400000,2022-01-02 08:00:00,0.49803106,2.50532385,35.13694549,42.33263997
1641114000000,2022-01-02 09:00:00,3.04700784,2.87239217,83.0121254,88.36322742
1641117600000,2022-01-02 10:00:00,1.08852838,2.20492859,74.00455402,85.99374181
1641121200000,2022-01-02 11:00:00,2.84419183,2.14906521,66.25944386,76.79317934
1641124800000,2022-01-02 12:00:00,1.60085372,1.86365401,96.33977719,120.06402914
1641128400000,2022-01-02 13:00:00,1.32450806,1.79898939,56.03502636,68.87441911
1641132000000,2022-01-02 14:00:00,1.76446504,1.73822656,96.76750579,116.45469239
1641135600000,2022-01-02 15:00:00,4.69543398,2.33785555,207.37656873,225.38083087
1641139200000,2022-01-02 16:00:00,4.9512125,2.60988479,308.27745805,336.68245011
1641142800000,2022-01-02 17:00:00,3.37890738,2.93708179,110.49010235,118.26175821
1641146400000,2022-01-02 18:00:00,4.34783775,3.15188835,145.79628488,165.21783453
1641150000000,2022-01-02 19:00:00,4.15321152,3.51651089,349.07366206,353.02297917
1641153600000,2022-01-02 20:00:00,2.687337,3.71120074,231.11538833,257.98435171
1641157200000,2022-01-02 21:00:00,3.34663155,3.93722453,43.34090469,43.50621011
1641160800000,2022-01-02 22:00:00,3.79079052,3.80798975,173.24244463,193.33031647
1641164400000,2022-01-02 23:00:00,2.001097,3.38654467,134.68458506,146.08008085
1641168000000,2022-01-03 00:00:00,2.33663323,3.23764837,146.5434616,158.89105987
1641171600000,2022-01-03 01:00:00,7.19862715,3.644904,231.34782745,244.75332318
1641175200000,2022-01-03 02:00:00,1.02524332,3.1980514,53.76502948,57.41362611
1641178800000,2022-01-03 03:00:00,8.01056515,3.95851256,252.0985215,296.3909104
1641182400000,2022-01-03 04:00:00,1.44420477,3.68673731,126.48705022,132.86683917
1641186000000,2022-01-03 05:00:00,2.06554471,3.44027362,20.65544711,20.65544711
1641189600000,2022-01-03 06:00:00,2.43038007,3.50159977,140.98337306,184.70888556
1641193200000,2022-01-03 07:00:00,4.12629521,3.75726577,84.77704349,90.77849465
1641196800000,2022-01-03 08:00:00,1.60602735,2.95832294,111.21692162,117.23999644
1641200400000,2022-01-03 09:00:00,7.56337831,3.89234222,301.22722877,400.85905034
1641204000000,2022-01-03 10:00:00,1.02590004,2.89453292,101.37909183,126.18570485
1641207600000,2022-01-03 11:00:00,3.18702016,3.14350655,63.43124073,76.48848386
1641211200000,2022-01-03 12:00:00,3.28809592,3.31815672,273.86371101,358.40245545
1641214800000,2022-01-03 13:00:00,17.66107755,5.49397065,559.05140564,600.4766366
1641218400000,2022-01-03 14:00:00,1.88264774,5.17344958,225.07022046,254.15744522
1641222000000,2022-01-03 15:00:00,4.47811968,5.58374849,174.90187912,201.51538575
1641225600000,2022-01-03 16:00:00,4.72077485,5.17766228,305.05492654,363.49966364
1641229200000,2022-01-03 17:00:00,7.44007339,6.09397276,229.02615916,290.16286211
1641232800000,2022-01-03 18:00:00,2.37373879,5.9777897,229.42047177,244.49509491
1641236400000,2022-01-03 19:00:00,3.58005788,6.01949855,85.97750926,125.30202581
1641240000000,2022-01-03 20:00:00,18.96532684,6.20581988,433.42350692,455.16784417
1641243600000,2022-01-03 21:00:00,5.65491951,6.74471585,72.26296166,73.51395359
1641247200000,2022-01-03 22:00:00,4.88866747,6.80336553,206.51923118,288.43138074
1641250800000,2022-01-03 23:00:00,5.73783071,6.94865923,174.39640392,195.08624406
1641254400000,2022-01-04 00:00:00,1.2638137,6.06633641,142.64448862,160.50433966
1641258000000,2022-01-04 01:00:00,5.10152453,6.45602009,191.43376928,219.36555496
1641261600000,2022-01-04 02:00:00,2.28067551,6.27039404,204.2924534,216.66417351
1641265200000,2022-01-04 03:00:00,3.36463892,4.04172434,341.9687619,360.01636438
1641268800000,2022-01-04 04:00:00,9.40244051,4.57708448,939.06287301,1100.08554002
1641272400000,2022-01-04 05:00:00,7.70836579,4.97989852,175.34528402,192.70914487
1641276000000,2022-01-04 06:00:00,10.86393006,5.71219843,1055.90958524,1108.12086567
1641279600000,2022-01-04 07:00:00,1312.52979806,193.03591048,43258.51616193,43313.48333605
1641283200000,2022-01-04 08:00:00,14.26182292,194.34452454,343.9187431,370.80739598
1641286800000,2022-01-04 09:00:00,9.16406724,195.32786621,220.92680021,284.08608452
1641290400000,2022-01-04 10:00:00,16.85499181,197.25505948,380.68991777,404.51980337
1641294000000,2022-01-04 11:00:00,5.90523284,196.75545839,519.7492077,625.95468069
1641297600000,2022-01-04 12:00:00,17.42886177,198.14410067,836.84046307,888.87195012
1641301200000,2022-01-04 13:00:00,22.97490522,199.87423998,1695.9456108,1769.06770221
1641304800000,2022-01-04 14:00:00,13.26716976,14.26529308,1717.01919032,1804.33508791
1641308400000,2022-01-04 15:00:00,9.49447662,13.58424361,237.72423515,303.82325198
1641312000000,2022-01-04 16:00:00,1.51619602,12.49169058,127.44352754,172.84634624
1641315600000,2022-01-04 17:00:00,4.66610627,10.75042121,109.52944413,135.3170817
1641319200000,2022-01-04 18:00:00,2.26798513,10.2308144,123.37054066,163.2949297
1641322800000,2022-01-04 19:00:00,6.55400859,8.67726394,307.69881796,360.4704727
1641326400000,2022-01-04 20:00:00,3.71505186,5.92585632,350.05397469,375.22023825
1641330000000,2022-01-04 21:00:00,4.12599077,4.61997361,71.91811346,74.26783386
1641333600000,2022-01-04 22:00:00,1.91384462,3.53702618,167.32845941,195.21215135
1641337200000,2022-01-04 23:00:00,2.01611317,3.60844292,46.00919067,56.45116882
1641340800000,2022-01-05 00:00:00,1.05344785,3.09234886,104.82660715,121.14650316
1641344400000,2022-01-05 01:00:00,3.97882765,3.33675493,115.72039644,131.30131238
1641348000000,2022-01-05 02:00:00,1.76543496,2.65267298,34.94284746,37.07413415
1641351600000,2022-01-05 03:00:00,1.44813148,2.32882721,103.08557326,143.36501647
1641355200000,2022-01-05 04:00:00,8.72335568,2.98559363,630.05586697,645.52832041
1641358800000,2022-01-05 05:00:00,3.78817734,3.25335545,111.11667233,125.00985233
1641362400000,2022-01-05 06:00:00,1.77717523,3.21922146,141.51639253,163.50012105
1641366000000,2022-01-05 07:00:00,11.61806028,4.7284518,301.9155678,336.92374813
1641369600000,2022-01-05 08:00:00,3.18019195,4.61436099,296.95276415,330.7399625
1641373200000,2022-01-05 09:00:00,4.28837348,4.97478078,82.88661261,107.20933695
1641376800000,2022-01-05 10:00:00,5.63570875,5.5730061,696.92787676,715.73501075
1641380400000,2022-01-05 11:00:00,11.35979853,5.94964079,463.88163892,533.91053094
1641384000000,2022-01-05 12:00:00,1.24776376,5.58672457,121.97578218,133.51072183
1641387600000,2022-01-05 13:00:00,7.86164473,6.4559345,210.80489539,251.57263129
1641391200000,2022-01-05 14:00:00,5.69707337,5.61007922,373.94302624,404.49220932
1641394800000,2022-01-05 15:00:00,8.8905833,6.42584942,262.22014638,302.27983211
1641398400000,2022-01-05 16:00:00,26.43287355,9.58934943,652.54890293,687.25471242
1641402000000,2022-01-05 17:00:00,6.05697843,9.64953081,154.13384259,211.99424509
1641405600000,2022-01-05 18:00:00,2.53367289,8.38865572,325.32016309,392.71929771
1641409200000,2022-01-05 19:00:00,0.81364113,8.3266382,80.19048426,96.823294
1641412800000,2022-01-05 20:00:00,9.46681489,8.55594822,934.60050175,1183.35186074
1641416400000,2022-01-05 21:00:00,5.75818539,8.56467851,102.86672239,138.19644929
1641420000000,2022-01-05 22:00:00,4.85420323,7.98805279,556.12313192,723.27628172
1641423600000,2022-01-05 23:00:00,21.47703553,7.28007593,415.80306934,472.49478169
1641427200000,2022-01-06 00:00:00,8.80273017,7.67232618,96.82811186,96.83003186
1641430800000,2022-01-06 01:00:00,9.31214186,8.64067889,394.25470138,465.60709288
1641434400000,2022-01-06 02:00:00,2.03532465,8.8152051,236.86323545,343.96986587
1641438000000,2022-01-06 03:00:00,41.68596756,13.4179412,971.66132201,1000.46322135
1641441600000,2022-01-06 04:00:00,15.56073983,14.81830612,2165.3409909,2209.62505629
1641445200000,2022-01-06 05:00:00,4.52387908,14.77111695,115.25362829,135.71637248
1641448800000,2022-01-06 06:00:00,2.6710027,12.08454084,255.70283448,288.46829171
1641452400000,2022-01-06 07:00:00,2.33286559,11.16027447,31.30950467,32.66011832
1641456000000,2022-01-06 08:00:00,4.03361463,10.40619915,354.28918422,480.00014084
1641459600000,2022-01-06 09:00:00,5.90142358,10.958499,572.10152116,655.05801783
1641463200000,2022-01-06 10:00:00,5.53463018,5.79402223,374.64620544,426.16652401
1641466800000,2022-01-06 11:00:00,23.43490692,6.91890324,676.24363374,726.48211462
1641470400000,2022-01-06 12:00:00,2.89374391,6.68602679,272.80191689,326.99306178
1641474000000,2022-01-06 13:00:00,9.66719226,7.68548244,211.28014405,251.34699873
1641477600000,2022-01-06 14:00:00,1.7341329,7.5999492,169.43886329,232.37380853
1641481200000,2022-01-06 15:00:00,15.50889442,9.23927488,738.8970008,806.46250971
1641484800000,2022-01-06 16:00:00,11.43371307,10.02960195,452.09123263,514.51708795
1641488400000,2022-01-06 17:00:00,1.40037759,9.43899444,137.51732909,177.84795352
1641492000000,2022-01-06 18:00:00,1.24806176,6.26944513,106.65064916,153.5115965
1641495600000,2022-01-06 19:00:00,15.58014861,8.08178866,434.33607787,482.9846069
1641499200000,2022-01-06 20:00:00,3.89381771,7.25702087,418.09803888,467.25812518
1641502800000,2022-01-06 21:00:00,2.222469,7.32678317,57.03879394,71.11900812
1641506400000,2022-01-06 22:00:00,5.83612124,5.94495843,530.04483847,577.7760023
1641510000000,2022-01-06 23:00:00,1.95769196,4.59124112,52.59631635,70.47691065
1641513600000,2022-01-07 00:00:00,4.49405601,5.03319518,460.98938545,471.87588108
1641517200000,2022-01-07 01:00:00,4.66509691,5.52134306,107.71454877,121.29251963
1641520800000,2022-01-07 02:00:00,1.49933229,3.50979787,80.83154036,101.95459571
1641524400000,2022-01-07 03:00:00,3.85467948,3.5042067,295.84491257,350.77583296
1641528000000,2022-01-07 04:00:00,16.1170036,5.48914021,688.56996469,741.38216572
1641531600000,2022-01-07 05:00:00,11.15012398,6.24828346,387.05594498,490.60545519
1641535200000,2022-01-07 06:00:00,17.70094379,8.49731944,1938.11552675,1982.50570489
1641538800000,2022-01-07 07:00:00,7.8662475,8.97906108,234.72155565,298.91740505
1641542400000,2022-01-07 08:00:00,4.62749486,8.97368936,109.57481557,152.70733047
1641546000000,2022-01-07 09:00:00,3.85902952,9.31078896,342.68431961,420.63421795
1641549600000,2022-01-07 10:00:00,2.81367651,9.16207425,359.99908749,410.79677076
1641553200000,2022-01-07 11:00:00,3.24467477,7.32317013,65.08113312,81.11686927
1641556800000,2022-01-07 12:00:00,7.84596927,6.85114803,149.99997349,172.61132384
1641560400000,2022-01-07 13:00:00,8.51538077,5.53892474,494.39049411,527.95360804
1641564000000,2022-01-07 14:00:00,2.4600136,4.76660561,384.47894561,536.2829652
1641567600000,2022-01-07 15:00:00,20.90250962,7.09160772,589.96432926,647.9777981
1641571200000,2022-01-07 16:00:00,9.5310135,7.90189115,252.69613192,295.46141844
1641574800000,2022-01-07 17:00:00,2.54756536,7.86387527,250.2239954,320.99323507
1641578400000,2022-01-07 18:00:00,1.14064869,7.56330012,64.95046096,80.98605665
1641582000000,2022-01-07 19:00:00,1.23006197,6.6181705,76.40098429,113.1657017
1641585600000,2022-01-07 20:00:00,2.82497289,5.80525509,287.59455498,322.04690898
1641589200000,2022-01-07 21:00:00,3.19756129,5.91061905,39.85595013,41.56829683
1641592800000,2022-01-07 22:00:00,4.52737158,3.57131361,480.11882607,529.70247523
1641596400000,2022-01-07 23:00:00,3.73703503,2.7436024,90.85935388,100.89994575
1641600000000,2022-01-08 00:00:00,3.0019175,2.80850985,299.09897174,312.19942011
1641603600000,2022-01-08 01:00:00,5.92453248,3.49192182,183.37135408,207.3586369
1641607200000,2022-01-08 02:00:00,3.12106891,3.76206567,210.44778787,215.35375487
1641610800000,2022-01-08 03:00:00,2.89622251,3.77224419,87.77340911,110.05645544
1641614400000,2022-01-08 04:00:00,1.07267426,3.4686889,83.09555787,94.39533476
1641618000000,2022-01-08 05:00:00,5.87201477,3.66078078,150.9775207,170.28842838
1641621600000,2022-01-08 06:00:00,5.40053358,3.89842343,105.27125289,108.01067166
1641625200000,2022-01-08 07:00:00,1.8112473,3.72832769,129.66597742,168.44599851
1641628800000,2022-01-08 08:00:00,2.43407301,3.22969062,213.52377139,236.10508174
1641632400000,2022-01-08 09:00:00,3.40145484,3.26974575,75.09425072,85.03637089
1641636000000,2022-01-08 10:00:00,2.71845613,3.24435056,230.73780095,250.09796436
1641639600000,2022-01-08 11:00:00,2.207407,3.40645523,57.71144319,72.84443087
1641643200000,2022-01-08 12:00:00,0.87064834,2.69197431,61.23449549,72.26381226
1641646800000,2022-01-08 13:00:00,7.49293427,2.9908887,144.62030005,157.35161962
1641650400000,2022-01-08 14:00:00,3.83148865,3.27949461,360.29537951,398.47481972
1641654000000,2022-01-08 15:00:00,0.0,2.93176989,0.0,0.0
1641657600000,2022-01-08 16:00:00,5.350179,3.21015906,235.02158904,337.06127701
1641661200000,2022-01-08 17:00:00,6.83276107,3.7979169,527.66870919,573.95193
1641664800000,2022-01-08 18:00:00,4.33119893,4.10131575,448.23649669,511.08147341
1641668400000,2022-01-08 19:00:00,6.5517459,4.91290112,152.58572209,196.55237689
1641672000000,2022-01-08 20:00:00,2.3276463,4.17500284,227.65749311,272.33461659
1641675600000,2022-01-08 21:00:00,6.7683574,4.59455551,194.17113576,216.58743688
1641679200000,2022-01-08 22:00:00,1.88844429,4.86433327,160.50980697,177.51376329
1641682800000,2022-01-08 23:00:00,6.68961081,5.05568067,164.77714184,173.92988103
1641686400000,2022-01-09 00:00:00,1.92315514,4.3543084,171.92763574,180.77658305
1641690000000,2022-01-09 01:00:00,5.30996149,4.49413162,195.52633767,207.08849795
1641693600000,2022-01-09 02:00:00,2.39374912,3.90013208,191.94511371,205.86242457
1641697200000,2022-01-09 03:00:00,3.43552484,4.05840044,92.66251889,103.06574528
1641700800000,2022-01-09 04:00:00,0.56064017,3.17158369,42.10111224,49.89697518
1641704400000,2022-01-09 05:00:00,4.0630924,3.48224771,116.63558753,121.89277185
1641708000000,2022-01-09 06:00:00,0.76258911,2.63553032,58.8752509,67.10784172
1641711600000,2022-01-09 07:00:00,3.90517272,2.91867569,96.59329414,105.43966348
1641715200000,2022-01-09 08:00:00,1.01879414,2.30565179,62.26930822,77.42835493
1641718800000,2022-01-09 09:00:00,25.11733878,5.55187888,566.45493457,577.69879192
1641722400000,2022-01-09 10:00:00,2.43618818,5.4091165,191.4182413,224.12931262
1641726000000,2022-01-09 11:00:00,2.45105081,5.67917516,69.90124801,100.49308321
1641729600000,2022-01-09 12:00:00,1.21763795,5.27268167,90.06428863,118.11088128
1641733200000,2022-01-09 13:00:00,1.91645082,5.43751906,141.85921191,159.06541828
1641736800000,2022-01-09 14:00:00,2.28432165,5.2059689,85.49551353,116.50040419
1641740400000,2022-01-09 15:00:00,2.81880372,5.46311313,145.34828589,157.85300843
1641744000000,2022-01-09 16:00:00,2.09148379,2.17370527,97.89920517,138.03793032
1641747600000,2022-01-09 17:00:00,4.63059127,2.48719143,106.63028442,148.17892051
1641751200000,2022-01-09 18:00:00,3.63443435,2.65624622,286.25163674,338.0023945
1641754800000,2022-01-09 19:00:00,10.83088954,4.02956788,308.02172726,324.92668625
1641758400000,2022-01-09 20:00:00,7.51064308,4.8287382,638.19994663,653.42594825
1641762000000,2022-01-09 21:00:00,5.88957393,5.34377424,177.61871382,194.35593966
1641765600000,2022-01-09 22:00:00,3.31918071,5.41525667,261.1356943,268.85363759
1641769200000,2022-01-09 23:00:00,2.4683251,5.46909114,75.55702448,96.26467906
1641772800000,2022-01-10 00:00:00,2.1300828,5.11187564,176.86339669,183.18712044
1641776400000,2022-01-10 01:00:00,3.56710618,5.10225733,94.1711509,99.8789729
1641780000000,2022-01-10 02:00:00,3.178324,4.00903369,194.54076594,212.94770775
1641783600000,2022-01-10 03:00:00,8.82175961,4.19633605,244.53611251,264.65278828
1641787200000,2022-01-10 04:00:00,4.22822341,3.95900026,241.18348146,274.83452139
1641790800000,2022-01-10 05:00:00,3.00227289,3.91372771,155.16045495,165.12500876
1641794400000,2022-01-10 06:00:00,1.20689853,3.73352392,86.84871161,95.34498399
1641798000000,2022-01-10 07:00:00,17.32177192,5.90376522,138.5741754,138.5741754
1641801600000,2022-01-10 08:00:00,2.65638435,5.7736621,220.67431146,297.5150473
1641805200000,2022-01-10 09:00:00,1.62380359,5.55158776,136.33211673,159.13275187
1641808800000,2022-01-10 10:00:00,4.78231689,4.97452451,143.79066579,186.51035881
1641812400000,2022-01-10 11:00:00,3.88943401,4.92612603,127.6770693,171.13509626
1641816000000,2022-01-10 12:00:00,2.21074126,4.81305008,217.2845921,269.71043399
1641819600000,2022-01-10 13:00:00,14.48105471,6.7093581,404.91025441,477.87480536
1641823200000,2022-01-10 14:00:00,6.93104641,5.22496875,159.85439678,166.34511384
1641826800000,2022-01-10 15:00:00,24.34004006,8.32263385,967.39326094,1217.00200309
1641830400000,2022-01-10 16:00:00,5.56196948,8.88522897,638.7178775,800.9236058
1641834000000,2022-01-10 17:00:00,35.0350031,13.20704129,1561.43242974,1646.64514558
1641837600000,2022-01-10 18:00:00,2.9972017,13.07957953,353.3566761,386.63901934
1641841200000,2022-01-10 19:00:00,4.87526892,13.46022634,466.27239568,502.15269859
1641844800000,2022-01-10 20:00:00,1.7333073,11.63911957,150.35742105,201.06364639
1641848400000,2022-01-10 21:00:00,1.81240731,10.90788541,75.11659998,99.68240232
1641852000000,2022-01-10 22:00:00,26.65138028,11.23807687,2933.03239067,2958.30321079
1641855600000,2022-01-10 23:00:00,17.83505992,12.9913755,453.9640385,463.7115578
1641859200000,2022-01-11 00:00:00,0.87204502,8.11095292,61.39126741,84.58836684
1641862800000,2022-01-11 01:00:00,5.21872038,8.42831273,150.88465716,182.65521317
1641866400000,2022-01-11 02:00:00,3.76148002,8.26920003,275.57406378,334.77172198
1641870000000,2022-01-11 03:00:00,13.65905996,9.97287898,396.95378256,437.08991874
1641873600000,2022-01-11 04:00:00,2.81121074,10.11556519,223.74022988,233.33049166
1641877200000,2022-01-11 05:00:00,7.5262793,7.38340791,377.92007764,504.26071319
1641880800000,2022-01-11 06:00:00,6.41324109,5.7517195,415.09396671,570.7784567
1641884400000,2022-01-11 07:00:00,17.51560385,8.12937076,312.85783626,315.28086928
1641888000000,2022-01-11 08:00:00,5.72682877,8.20195768,117.67087248,120.26340426
1641891600000,2022-01-11 09:00:00,5.35796456,8.4300269,190.93869833,219.67654711
1641895200000,2022-01-11 10:00:00,4.16267055,7.07339984,402.49495731,528.6591599
1641898800000,2022-01-11 11:00:00,1.65352104,6.90801559,253.05676111,291.0197038
1641902400000,2022-01-11 12:00:00,6.3354626,6.73789892,290.50277729,316.77313016
1641906000000,2022-01-11 13:00:00,13.16970346,7.70310783,574.42878673,684.82458003
1641909600000,2022-01-11 14:00:00,10.44303266,6.69274052,618.09398379,699.68318789
1641913200000,2022-01-11 15:00:00,2.87344268,6.28511394,270.01221453,350.56000701
1641916800000,2022-01-11 16:00:00,6.42689053,6.43781765,575.51137167,636.26216234
1641920400000,2022-01-11 17:00:00,20.1164242,8.71692531,632.37147287,744.30769552
1641924000000,2022-01-11 18:00:00,2.96035512,8.90361589,331.99170973,390.76687547
1641927600000,2022-01-11 19:00:00,6.11359938,8.87192115,189.28055908,238.43037576
1641931200000,2022-01-11 20:00:00,5.02287872,7.70808904,566.30331528,617.8140821
1641934800000,2022-01-11 21:00:00,8.72847776,7.46315263,257.59981274,270.5828106
1641938400000,2022-01-11 22:00:00,51.65867451,14.43247146,4843.92174414,4855.91540361
1641942000000,2022-01-11 23:00:00,5.34326748,14.27766817,158.76778906,176.32782689
1641945600000,2022-01-12 00:00:00,0.0,11.40389328,0.0,0.0
1641949200000,2022-01-12 01:00:00,3.77037013,11.51960971,150.77223987,173.43702599
1641952800000,2022-01-12 02:00:00,4.11561143,11.23418286,329.86622622,423.90797715
1641956400000,2022-01-12 03:00:00,1.98349482,10.79998516,195.30833628,216.2009356
1641960000000,2022-01-12 04:00:00,1.97905087,9.83578132,137.57974335,144.47071375
1641963600000,2022-01-12 05:00:00,2.78945796,2.85446467,226.95234569,284.52471154
1641967200000,2022-01-12 06:00:00,3.81775087,2.63653373,142.50357135,156.5277856
1641970800000,2022-01-12 07:00:00,3.94603877,3.20025355,123.68090396,173.62570593
1641974400000,2022-01-12 08:00:00,1.42838211,2.86568383,110.08824846,141.40982852
1641978000000,2022-01-12 09:00:00,7.72734515,3.38164579,230.053716,285.91177047
1641981600000,2022-01-12 10:00:00,3.03748132,3.53221529,288.42535786,334.12294564
1641985200000,2022-01-12 11:00:00,12.00125414,4.96395862,395.29584878,480.05016559
1641988800000,2022-01-12 12:00:00,10.22060727,6.02555138,609.21478652,654.11886504
1641992400000,2022-01-12 13:00:00,17.3578105,7.95984561,1274.6099964,1371.26702978
1641996000000,2022-01-12 14:00:00,7.089396,8.40889664,150.70989634,177.23490012
1641999600000,2022-01-12 15:00:00,5.15636343,8.9414654,802.59295792,984.86541521
1642003200000,2022-01-12 16:00:00,2.74298487,8.22941393,242.30636742,285.27042696
1642006800000,2022-01-12 17:00:00,5.64581319,8.60203277,116.35544416,141.14532969
1642010400000,2022-01-12 18:00:00,4.215809,7.48982632,401.0979924,489.03384453
1642014000000,2022-01-12 19:00:00,4.56820641,6.68234049,128.77388947,155.31901784
1642017600000,2022-01-12 20:00:00,2.18749706,4.51515285,231.69906825,260.31214975
1642021200000,2022-01-12 21:00:00,32.91665952,8.20476193,1134.71673089,1217.91640231
1642024800000,2022-01-12 22:00:00,0.59530592,7.55318228,42.5712818,60.72120334
1642028400000,2022-01-12 23:00:00,7.07312215,8.17177332,251.24851826,268.77864157
1642032000000,2022-01-13 00:00:00,1.12244595,7.525578,65.04823778,83.06099998
1642035600000,2022-01-13 01:00:00,7.96995226,8.06188418,261.01720686,278.94832917
1642039200000,2022-01-13 02:00:00,0.74978362,7.51639521,58.37532393,59.23290577
1642042800000,2022-01-13 03:00:00,7.38105904,8.25833264,613.66904774,715.96272672
1642046400000,2022-01-13 04:00:00,3.03304063,3.98924422,156.4272895,169.85027518
1642050000000,2022-01-13 05:00:00,8.6116877,5.13444162,165.54038021,172.23375397
1642053600000,2022-01-13 06:00:00,3.0271547,4.55644627,270.11415355,299.68831504
1642057200000,2022-01-13 07:00:00,6.2907273,5.29477218,187.0353049,226.46618285
1642060800000,2022-01-13 08:00:00,1.26496817,4.33691731,107.340316,126.49681742
1642064400000,2022-01-13 09:00:00,9.25911727,5.5525364,294.34770374,351.84645626
1642068000000,2022-01-13 10:00:00,2.56816043,4.86497946,235.52177952,267.08868461
1642071600000,2022-01-13 11:00:00,4.49162772,5.07334904,446.0204878,512.04555998
1642075200000,2022-01-13 12:00:00,3.46212507,4.33769724,202.4770465,235.42450489
1642078800000,2022-01-13 13:00:00,21.06421909,6.91442072,455.96965486,484.47703901
1642082400000,2022-01-13 14:00:00,24.50388216,9.51629999,1231.75980764,1347.71351871
1642086000000,2022-01-13 15:00:00,4.89665561,10.03511248,213.73266523,269.31605849
1642089600000,2022-01-13 16:00:00,6.87896533,9.69509077,777.1723948,846.11273508
1642093200000,2022-01-13 17:00:00,8.82687735,10.58919319,387.8855855,441.34386757
1642096800000,2022-01-13 18:00:00,3.14600145,10.39696087,497.05162984,544.25825137
1642100400000,2022-01-13 19:00:00,6.12433677,10.77727682,195.99172228,226.60046064
1642104000000,2022-01-13 20:00:00,2.21839225,8.08501585,206.83505741,221.83922534
1642107600000,2022-01-13 21:00:00,5.6663366,5.39393791,224.62815824,260.65148373
1642111200000,2022-01-13 22:00:00,2.10478768,4.99509963,187.50241395,191.53567884
1642114800000,2022-01-13 23:00:00,3.70031521,4.54100676,153.56792422,185.01576044
1642118400000,2022-01-14 00:00:00,2.15433088,3.58778583,180.99035646,196.04411039
1642122000000,2022-01-14 01:00:00,5.92020738,3.98410097,157.50349616,165.76580677
1642125600000,2022-01-14 02:00:00,2.76472752,3.50415679,270.03438169,309.64948235
1642129200000,2022-01-14 03:00:00,10.7307153,4.72020294,315.5937261,386.3057508
1642132800000,2022-01-14 04:00:00,3.2605382,4.37651745,229.68948227,306.49059114
1642136400000,2022-01-14 05:00:00,6.96819866,5.07129045,191.39602992,209.04595991
1642140000000,2022-01-14 06:00:00,5.91450816,5.38760373,439.73442786,544.13475118
1642143600000,2022-01-14 07:00:00,6.21864728,5.96822036,157.15111651,161.68482926
1642147200000,2022-01-14 08:00:00,4.21815443,5.72506994,363.17106615,400.72467052
1642150800000,2022-01-14 09:00:00,7.66268042,6.42477749,340.569368,406.12206209
1642154400000,2022-01-14 10:00:00,3.89195789,5.44781215,416.66636029,482.60277813
1642158000000,2022-01-14 11:00:00,4.26301383,5.59102295,346.12887819,366.61918961
