start_time,datetime,taker_buy_ratio,taker_buy_sell_ratio,taker_buy_volume,taker_sell_ratio,taker_sell_volume
1662872400000,2022-09-11 05:00:00,0.52754026,1.11658245,84544561.1187,0.47245974,75717257.7242
1662876000000,2022-09-11 06:00:00,0.47594293,0.90818912,288877387.6288,0.52405707,318080652.34254
1662879600000,2022-09-11 07:00:00,0.51610195,1.066551,176768951.0578,0.48389805,165738863.9478
1662883200000,2022-09-11 08:00:00,0.52840614,1.12046865,246843663.5498,0.47159386,220303945.2208
1662886800000,2022-09-11 09:00:00,0.45043866,0.81963307,123514846.5336,0.54956134,150695293.1899
1662890400000,2022-09-11 10:00:00,0.50065151,1.00260943,109386035.2091,0.49934849,109101342.8074
1662894000000,2022-09-11 11:00:00,0.53037069,1.12933897,145973157.3978,0.46962931,129255397.311
1662897600000,2022-09-11 12:00:00,0.48941276,0.95852917,187224389.3781,0.51058724,195324665.0438
1662901200000,2022-09-11 13:00:00,0.46809039,0.88001867,107999260.0187,0.53190961,122723828.0173
1662904800000,2022-09-11 14:00:00,0.51543268,1.06369676,152607726.8458,0.48456732,143469203.3714
1662908400000,2022-09-11 15:00:00,0.53467909,1.14905451,339599227.75736,0.46532091,295546664.0787
1662912000000,2022-09-11 16:00:00,0.52140355,1.08944299,184281124.4063,0.47859645,169151691.7252
1662915600000,2022-09-11 17:00:00,0.53628403,1.15649248,402321109.1952,0.46371597,347880438.2819
1662919200000,2022-09-11 18:00:00,0.4691991,0.88394557,169589149.0262,0.5308009,191854741.6683
1662922800000,2022-09-11 19:00:00,0.54682029,1.20663013,112482887.3817,0.45317971,93220685.2305
1662926400000,2022-09-11 20:00:00,0.49195366,0.9683244,295699534.6471,0.50804634,305372388.1352
1662930000000,2022-09-11 21:00:00,0.47671814,0.91101597,269028869.6046,0.52328186,295306424.1608
1662933600000,2022-09-11 22:00:00,0.49059751,0.96308425,211166508.5146,0.50940249,219260680.4162
1662937200000,2022-09-11 23:00:00,0.57954205,1.37835913,242474952.3888,0.42045795,175915657.93429998
1662940800000,2022-09-12 00:00:00,0.47287797,0.89709394,265366973.6915,0.52712203,295807342.6447
1662944400000,2022-09-12 01:00:00,0.56273974,1.28696748,1302656916.50661,0.43726026,1012191013.0633
1662948000000,2022-09-12 02:00:00,0.46275981,0.86136482,551789152.1871,0.53724019,640598660.46516
1662951600000,2022-09-12 03:00:00,0.50179081,1.00718899,452893871.858,0.49820919,449661261.72464
1662955200000,2022-09-12 04:00:00,0.51235259,1.05066199,162065364.6216,0.48764741,154250716.6818
1662958800000,2022-09-12 05:00:00,0.4935398,0.97448881,122437206.4637,0.5064602,125642495.4594
1662962400000,2022-09-12 06:00:00,0.50990043,1.04040169,153167169.4447,0.49009957,147219262.7511
1662966000000,2022-09-12 07:00:00,0.52634948,1.11126125,700113063.98196,0.47365052,630016625.8029
1662969600000,2022-09-12 08:00:00,0.51382694,1.05688073,572719166.2395,0.48617306,541895739.7701
1662973200000,2022-09-12 09:00:00,0.50531191,1.02147581,251862971.46,0.49468809,246567728.8379
1662976800000,2022-09-12 10:00:00,0.50891642,1.03631323,432056848.2524,0.49108358,416917235.3916
1662980400000,2022-09-12 11:00:00,0.54135061,1.18031469,646457286.40033,0.45864939,547699096.1481
1662984000000,2022-09-12 12:00:00,0.51339,1.05503381,376269410.8323,0.48661,356642041.6164
1662987600000,2022-09-12 13:00:00,0.5162744,1.06728776,422290775.1337,0.4837256,395667216.3571
1662991200000,2022-09-12 14:00:00,0.51146111,1.04691994,415109733.6042,0.48853889,396505709.9679
1662994800000,2022-09-12 15:00:00,0.48723992,0.95022982,515335189.5023,0.51276008,542326894.44646
1662998400000,2022-09-12 16:00:00,0.52705578,1.11441424,450524079.5847,0.47294422,404269851.5284
1663002000000,2022-09-12 17:00:00,0.5180034,1.07470344,284780270.5574,0.4819966,264984982.0518
1663005600000,2022-09-12 18:00:00,0.51451597,1.05980001,220106693.2913,0.48548403,207687009.016
1663009200000,2022-09-12 19:00:00,0.49016634,0.96142403,172638011.16313,0.50983366,179564901.6635
1663012800000,2022-09-12 20:00:00,0.50973276,1.0397039,242811550.23488,0.49026724,233539136.6977
1663016400000,2022-09-12 21:00:00,0.50446651,1.01802709,200787439.7049,0.49553349,197231922.574
1663020000000,2022-09-12 22:00:00,0.50826363,1.03360999,170447041.985,0.49173637,164904599.3051
1663023600000,2022-09-12 23:00:00,0.49006306,0.96102679,113921009.7246,0.50993694,118540930.1816
1663027200000,2022-09-13 00:00:00,0.46830947,0.88079333,381456497.6917,0.53169053,433082863.5223
1663030800000,2022-09-13 01:00:00,0.50000674,1.00002697,140899661.3787,0.49999326,140895861.3895
1663034400000,2022-09-13 02:00:00,0.48607401,0.94580548,255037677.5505,0.51392599,269651300.41369
1663038000000,2022-09-13 03:00:00,0.52005599,1.08357636,112234439.1047,0.47994401,103577785.1099
1663041600000,2022-09-13 04:00:00,0.54973193,1.22089923,218129061.0816,0.45026807,178662624.6141
1663045200000,2022-09-13 05:00:00,0.5200862,1.08370754,180926460.64293,0.4799138,166951372.1757
1663048800000,2022-09-13 06:00:00,0.52678604,1.11320902,587217226.84778,0.47321396,527499521.6803999
1663052400000,2022-09-13 07:00:00,0.50053196,1.00213009,323804310.8922,0.49946804,323116044.1524
1663056000000,2022-09-13 08:00:00,0.48270883,0.93314724,213237751.9863,0.51729117,228514582.0199
1663059600000,2022-09-13 09:00:00,0.55741274,1.25944145,338103639.8026,0.44258726,268455226.923
1663063200000,2022-09-13 10:00:00,0.56330947,1.28995118,407149920.4588,0.43669053,315632037.8776
1663066800000,2022-09-13 11:00:00,0.502097,1.00842334,554618673.5657,0.497903,549985955.5359
1663070400000,2022-09-13 12:00:00,0.48507242,0.94202068,2424216957.35353,0.51492758,2573422237.71223
1663074000000,2022-09-13 13:00:00,0.4940178,0.97635409,1088030141.0181,0.5059822,1114380684.50877
1663077600000,2022-09-13 14:00:00,0.48207177,0.93076945,942945636.937,0.51792823,1013081855.25667
1663081200000,2022-09-13 15:00:00,0.49016386,0.9614145,629948290.732,0.50983614,655230691.4804
1663084800000,2022-09-13 16:00:00,0.50026965,1.00107919,598856259.084,0.49973035,598210677.69223
1663088400000,2022-09-13 17:00:00,0.47797194,0.91560585,355414830.4043,0.52202806,388174488.0662
1663092000000,2022-09-13 18:00:00,0.45033546,0.81929144,778418580.4932,0.54966454,950111942.87997
1663095600000,2022-09-13 19:00:00,0.49899858,0.99600234,875550634.8431,0.50100142,879064838.06192
1663099200000,2022-09-13 20:00:00,0.48003757,0.92321588,337011855.2449,0.51996243,365041225.4233
1663102800000,2022-09-13 21:00:00,0.45754583,0.84347371,422107854.593,0.54245417,500439845.71
1663106400000,2022-09-13 22:00:00,0.56022702,1.27390052,317808542.3926,0.43977298,249476735.896
1663110000000,2022-09-13 23:00:00,0.49197827,0.96841974,197753446.5335,0.50802173,204202204.994
1663113600000,2022-09-14 00:00:00,0.5284955,1.12087055,270273391.7641,0.4715045,241128104.5298
1663117200000,2022-09-14 01:00:00,0.55437559,1.24404222,226876322.1073,0.44562441,182370275.6003
1663120800000,2022-09-14 02:00:00,0.51547245,1.06386612,410028354.63519,0.48452755,385413492.1926
1663124400000,2022-09-14 03:00:00,0.44975357,0.81736754,200498169.9112,0.55024643,245297446.1295
1663128000000,2022-09-14 04:00:00,0.50538051,1.02175614,136616242.7151,0.49461949,133707288.1615
1663131600000,2022-09-14 05:00:00,0.45300384,0.82816641,79122024.5413,0.54699616,95538799.8669
1663135200000,2022-09-14 06:00:00,0.45467671,0.83377459,145677227.7779,0.54532329,174720156.7701
1663138800000,2022-09-14 07:00:00,0.4761503,0.90894451,186080970.5786,0.5238497,204722036.0
1663142400000,2022-09-14 08:00:00,0.55461614,1.24525423,300283742.9215,0.44538386,241142520.6072
1663146000000,2022-09-14 09:00:00,0.5059108,1.02392603,131515277.6544,0.4940892,128442166.1721
1663149600000,2022-09-14 10:00:00,0.46438901,0.86702666,84004368.0457,0.53561099,96887872.4704
1663153200000,2022-09-14 11:00:00,0.47657173,0.91048145,293405797.7753,0.52342827,322253458.89737
1663156800000,2022-09-14 12:00:00,0.51305027,1.05360007,563046682.4679,0.48694973,534402660.808
1663160400000,2022-09-14 13:00:00,0.50324595,1.01306863,360726677.9256,0.49675405,356073286.7869
1663164000000,2022-09-14 14:00:00,0.48873524,0.95593374,296389100.9037,0.51126476,310051930.7314
1663167600000,2022-09-14 15:00:00,0.43454009,0.76847196,184529480.2347,0.56545991,240125195.5102
1663171200000,2022-09-14 16:00:00,0.49055868,0.96293463,199932166.2546,0.50944132,207627973.7515
1663174800000,2022-09-14 17:00:00,0.46769184,0.87861106,219312450.0796,0.53230816,249612667.3862
1663178400000,2022-09-14 18:00:00,0.46667708,0.87503662,986431940.8038,0.53332292,1127303606.24455
1663182000000,2022-09-14 19:00:00,0.51599451,1.06609225,358471885.5338,0.48400549,336248468.4278
1663185600000,2022-09-14 20:00:00,0.5003623,1.00145027,130068089.3632,0.4996377,129879728.6526
1663189200000,2022-09-14 21:00:00,0.57965372,1.37899096,311643035.56057,0.42034628,225993529.9594
1663192800000,2022-09-14 22:00:00,0.54005945,1.17419402,326944446.24599,0.45994055,278441585.707
1663196400000,2022-09-14 23:00:00,0.46686833,0.87570926,144187118.6819,0.53313167,164651815.4933
1663200000000,2022-09-15 00:00:00,0.48345312,0.93593271,163783267.829,0.51654688,174994704.5582
1663203600000,2022-09-15 01:00:00,0.51204402,1.0493652,277283201.17,0.48795598,264238991.5408
1663207200000,2022-09-15 02:00:00,0.45227408,0.82573066,127927845.107,0.54772592,154926843.7079
1663210800000,2022-09-15 03:00:00,0.49507348,0.98048619,212741671.1687,0.50492652,216975693.9581
1663214400000,2022-09-15 04:00:00,0.51040822,1.04251796,167442036.2859,0.48959178,160613095.8192
1663218000000,2022-09-15 05:00:00,0.56390895,1.29309909,204146580.2158,0.43609105,157873887.523
1663221600000,2022-09-15 06:00:00,0.50625592,1.02534073,492062645.3906,0.49374408,479901588.978
1663225200000,2022-09-15 07:00:00,0.48001709,0.92314011,314965819.2471,0.51998291,341189615.5268
1663228800000,2022-09-15 08:00:00,0.48724028,0.95023119,245760739.9497,0.51275972,258632574.8606
1663232400000,2022-09-15 09:00:00,0.44767086,0.81051464,162633865.0937,0.55232914,200655061.8778
1663236000000,2022-09-15 10:00:00,0.50650432,1.02636021,136686324.6105,0.49349568,133175783.5854
1663239600000,2022-09-15 11:00:00,0.51075229,1.04395438,156777451.8554,0.48924771,150176535.9378
1663243200000,2022-09-15 12:00:00,0.50817588,1.03324717,246360046.038,0.49182412,238432828.4765
1663246800000,2022-09-15 13:00:00,0.48532549,0.94297557,361437964.4258,0.51467451,383295152.1875
1663250400000,2022-09-15 14:00:00,0.48364475,0.93665117,785780384.1791,0.51635525,838925320.32355
1663254000000,2022-09-15 15:00:00,0.48457015,0.94012824,820626771.93245,0.51542985,872888119.41598
1663257600000,2022-09-15 16:00:00,0.53206155,1.13703321,350626870.5244,0.46793845,308369947.5181
1663261200000,2022-09-15 17:00:00,0.48674352,0.94834363,226104239.6447,0.51325648,238420158.6455
1663264800000,2022-09-15 18:00:00,0.50580321,1.02348542,199495720.1335,0.49419679,194917988.8644
1663268400000,2022-09-15 19:00:00,0.51492969,1.06155683,213901589.0711,0.48507031,201498010.7019
1663272000000,2022-09-15 20:00:00,0.50177861,1.00713986,92940323.1787,0.49822139,92281446.9318
1663275600000,2022-09-15 21:00:00,0.43814254,0.77981084,81345701.7433,0.56185746,104314659.2417
1663279200000,2022-09-15 22:00:00,0.46856615,0.88170174,223822013.4028,0.53143385,253852298.2422
1663282800000,2022-09-15 23:00:00,0.50607574,1.02460193,178606825.3087,0.49392426,174318259.7213
1663286400000,2022-09-16 00:00:00,0.5069334,1.02812359,237474297.1302,0.4930666,230978356.3876
1663290000000,2022-09-16 01:00:00,0.45900389,0.84844213,102142713.625,0.54099611,120388544.6736
1663293600000,2022-09-16 02:00:00,0.52461522,1.10355914,120121321.24,0.47538478,108849011.3533
1663297200000,2022-09-16 03:00:00,0.47759819,0.91423532,85418269.2168,0.52240181,93431381.9484
1663300800000,2022-09-16 04:00:00,0.50596069,1.02413042,146050254.9336,0.49403931,142609039.45040002
1663304400000,2022-09-16 05:00:00,0.50824704,1.03354139,86078534.8686,0.49175296,83285039.0051
1663308000000,2022-09-16 06:00:00,0.5554809,1.24962212,95962174.1028,0.4445191,76792954.3165
1663311600000,2022-09-16 07:00:00,0.48855552,0.95524643,81785747.4903,0.51144448,85617433.0482
1663315200000,2022-09-16 08:00:00,0.53090201,1.13175076,251547259.9827,0.46909799,222263831.6257
1663318800000,2022-09-16 09:00:00,0.52818405,1.11947052,154326039.6957,0.47181595,137856278.9919
1663322400000,2022-09-16 10:00:00,0.51642123,1.06791545,153106244.0178,0.48357877,143369256.3593
1663326000000,2022-09-16 11:00:00,0.52577771,1.10871572,186535844.799,0.47422229,168244972.13
1663329600000,2022-09-16 12:00:00,0.45948418,0.85008462,221395937.8332,0.54051582,260439880.579
1663333200000,2022-09-16 13:00:00,0.48404197,0.93814213,580035504.5044,0.51595803,618281054.07166
1663336800000,2022-09-16 14:00:00,0.49815314,0.99263974,578332104.7935,0.50184686,582620342.256
1663340400000,2022-09-16 15:00:00,0.49361308,0.97477453,306541897.84,0.50638692,314474669.1788
1663344000000,2022-09-16 16:00:00,0.47250828,0.89576434,317211386.7939,0.52749172,354123703.5291
1663347600000,2022-09-16 17:00:00,0.48967128,0.9595213,530335695.8851,0.51032872,552708619.5441
1663351200000,2022-09-16 18:00:00,0.50573411,1.02320253,276663422.5525,0.49426589,270389698.524
1663354800000,2022-09-16 19:00:00,0.49485744,0.97963916,185361559.3374,0.50514256,189214118.167
1663358400000,2022-09-16 20:00:00,0.54840576,1.21437721,178858408.3237,0.45159424,147284062.1727
1663362000000,2022-09-16 21:00:00,0.48522529,0.94259737,163873012.35615,0.51477471,173852609.3855
1663365600000,2022-09-16 22:00:00,0.4710772,0.89063508,117554632.0941,0.5289228,131989671.2768
1663369200000,2022-09-16 23:00:00,0.52389285,1.10036754,108380539.66,0.47610715,98494853.2339
1663372800000,2022-09-17 00:00:00,0.55128474,1.2285848,389671243.31555,0.44871526,317170815.601
1663376400000,2022-09-17 01:00:00,0.51672502,1.06921533,171672667.3505,0.48327498,160559489.1959
1663380000000,2022-09-17 02:00:00,0.50127336,1.00510645,166119409.9983,0.49872664,165275439.864
1663383600000,2022-09-17 03:00:00,0.51100078,1.04499303,66096298.6639,0.48899922,63250468.1437
1663387200000,2022-09-17 04:00:00,0.599284,1.49553302,138697079.769,0.400716,92740900.8319
1663390800000,2022-09-17 05:00:00,0.41186525,0.70029061,124942407.2867,0.58813475,178415081.759
1663394400000,2022-09-17 06:00:00,0.47035486,0.88805658,95922936.382,0.52964514,108014442.4839
1663398000000,2022-09-17 07:00:00,0.5213444,1.08918478,85935105.7849,0.4786556,78898555.3013
1663401600000,2022-09-17 08:00:00,0.50968684,1.03951288,81774368.3978,0.49031316,78666046.0576
1663405200000,2022-09-17 09:00:00,0.51070884,1.04377287,74709708.3554,0.48929116,71576595.1419
1663408800000,2022-09-17 10:00:00,0.44897245,0.81479131,80100595.2989,0.55102755,98308112.2563
1663412400000,2022-09-17 11:00:00,0.44739884,0.80962341,53619197.4095,0.55260116,66227330.4479
1663416000000,2022-09-17 12:00:00,0.5094354,1.03846751,167061780.2027,0.4905646,160873381.4114
1663419600000,2022-09-17 13:00:00,0.55623291,1.25343436,108723060.4268,0.44376709,86740131.2083
1663423200000,2022-09-17 14:00:00,0.49144457,0.96635399,151979691.3397,0.50855543,157271241.6668
1663426800000,2022-09-17 15:00:00,0.53294177,1.14106065,175450264.6371,0.46705823,153760682.9312
1663430400000,2022-09-17 16:00:00,0.54718206,1.20839307,460619208.54967,0.45281794,381183260.0688
1663434000000,2022-09-17 17:00:00,0.48904313,0.95711234,165556866.0989,0.51095687,172975374.5739
1663437600000,2022-09-17 18:00:00,0.52273313,1.09526379,99167587.8159,0.47726687,90542195.0926
1663441200000,2022-09-17 19:00:00,0.47238301,0.89531426,93852332.8529,0.52761699,104826133.8919
1663444800000,2022-09-17 20:00:00,0.57212992,1.33715807,105983189.4911,0.42787008,79260030.5485
1663448400000,2022-09-17 21:00:00,0.45210893,0.82518033,121211190.9314,0.54789107,146890548.6095
1663452000000,2022-09-17 22:00:00,0.55526068,1.24850816,127151543.8091,0.44473932,101842781.5083
1663455600000,2022-09-17 23:00:00,0.49993391,0.99973566,76151162.9044,0.50006609,76171298.1841
1663459200000,2022-09-18 00:00:00,0.47373072,0.9001679,167933629.8905,0.52626928,186558119.1755
1663462800000,2022-09-18 01:00:00,0.50930681,1.03793333,97013014.1266,0.49069319,93467481.3523
1663466400000,2022-09-18 02:00:00,0.47887559,0.91892756,45490773.4049,0.52112441,49504199.418
1663470000000,2022-09-18 03:00:00,0.43169142,0.75960744,90106281.3064,0.56830858,118622168.4016
1663473600000,2022-09-18 04:00:00,0.46992877,0.88653889,64429849.1736,0.53007123,72675716.4287
1663477200000,2022-09-18 05:00:00,0.59164096,1.44882542,77296802.8392,0.40835904,53351357.4927
1663480800000,2022-09-18 06:00:00,0.47139226,0.89176194,65576904.1615,0.52860774,73536334.7393
1663484400000,2022-09-18 07:00:00,0.49452505,0.97833741,58260196.7189,0.50547495,59550208.2174
1663488000000,2022-09-18 08:00:00,0.51085045,1.04436454,87980293.7,0.48914955,84242896.5424
1663491600000,2022-09-18 09:00:00,0.45592045,0.83796652,300832453.1696,0.54407955,359002949.05075
1663495200000,2022-09-18 10:00:00,0.49722234,0.98895075,444346188.6819,0.50277766,449310734.5146
1663498800000,2022-09-18 11:00:00,0.56212677,1.28376602,123531151.968,0.43787323,96225596.8664
1663502400000,2022-09-18 12:00:00,0.5132878,1.05460229,188959603.2475,0.4867122,179176174.557
1663506000000,2022-09-18 13:00:00,0.47440812,0.90261692,125745390.0485,0.52559188,139312023.8541
1663509600000,2022-09-18 14:00:00,0.47999328,0.92305207,374383802.2536,0.52000672,405593372.7579
1663513200000,2022-09-18 15:00:00,0.47334591,0.89877952,182625617.6616,0.52665409,203192900.6733
1663516800000,2022-09-18 16:00:00,0.4846724,0.94051318,448722207.6342,0.5153276,477103582.3247
1663520400000,2022-09-18 17:00:00,0.46361345,0.86432714,280382169.7297,0.53638655,324393573.6694
1663524000000,2022-09-18 18:00:00,0.49360237,0.9747328,294511066.3433,0.50639763,302145436.66330004
1663527600000,2022-09-18 19:00:00,0.53265462,1.13974512,169661640.8895,0.46734538,148859282.7371
1663531200000,2022-09-18 20:00:00,0.48693661,0.94907688,102300060.5116,0.51306339,107789013.4074
1663534800000,2022-09-18 21:00:00,0.45574759,0.83738278,422932770.1191,0.54425241,505065044.28128
1663538400000,2022-09-18 22:00:00,0.46397535,0.86558583,308419810.6545,0.53602465,356313375.5606
1663542000000,2022-09-18 23:00:00,0.47365554,0.89989651,178902786.3286,0.52634446,198803733.1654
1663545600000,2022-09-19 00:00:00,0.52332222,1.09785317,163224900.3442,0.47667778,148676439.4531
1663549200000,2022-09-19 01:00:00,0.48976617,0.95988574,96633390.3635,0.51023383,100671764.1441
1663552800000,2022-09-19 02:00:00,0.4318902,0.7602231,862203303.0809,0.5681098,1134145099.4371
1663556400000,2022-09-19 03:00:00,0.49499763,0.98018873,278946685.3944,0.50500237,284584670.3316
1663560000000,2022-09-19 04:00:00,0.46918627,0.88390002,180181478.4014,0.53081373,203848258.0096
1663563600000,2022-09-19 05:00:00,0.39964579,0.66568334,342941434.6187,0.60035421,515172024.28188
1663567200000,2022-09-19 06:00:00,0.49608987,0.98448083,668461620.2512,0.50391013,678999124.02
1663570800000,2022-09-19 07:00:00,0.51195138,1.04897619,317793943.8732,0.48804862,302956300.0171
1663574400000,2022-09-19 08:00:00,0.47648304,0.9101578,164469789.1927,0.52351696,180704695.8307
1663578000000,2022-09-19 09:00:00,0.50610724,1.02473103,180014320.8326,0.49389276,175669824.8638
1663581600000,2022-09-19 10:00:00,0.56064085,1.2760423,510613965.79265,0.43935915,400154420.1696
1663585200000,2022-09-19 11:00:00,0.47542568,0.90630757,288991966.7004,0.52457432,318867430.0285
1663588800000,2022-09-19 12:00:00,0.53608101,1.15554876,307743281.1426,0.46391899,266317866.838
1663592400000,2022-09-19 13:00:00,0.52260137,1.09468551,700163534.20787,0.47739863,639602452.0913
1663596000000,2022-09-19 14:00:00,0.51071223,1.04378703,975949351.95113,0.48928777,935008122.2773
1663599600000,2022-09-19 15:00:00,0.48209316,0.93084919,510278030.4881,0.51790684,548185503.7174
1663603200000,2022-09-19 16:00:00,0.52715127,1.11484126,266929168.1373,0.47284873,239432444.6761
1663606800000,2022-09-19 17:00:00,0.44081484,0.78831641,281372493.6107,0.55918516,356928371.2993
1663610400000,2022-09-19 18:00:00,0.55813319,1.26312541,370724334.8179,0.44186681,293497647.13778
1663614000000,2022-09-19 19:00:00,0.53192869,1.13642663,747992642.13631,0.46807131,658197040.1507
1663617600000,2022-09-19 20:00:00,0.52935919,1.12476264,403393990.8267,0.47064081,358648107.2109
1663621200000,2022-09-19 21:00:00,0.50369659,1.01489651,271617024.2166,0.49630341,267630268.5758
1663624800000,2022-09-19 22:00:00,0.52969949,1.12630008,240633462.2168,0.47030051,213649512.3607
1663628400000,2022-09-19 23:00:00,0.45555646,0.83673775,135909806.4613,0.54444354,162428199.1514
1663632000000,2022-09-20 00:00:00,0.4991549,0.9966253,266646152.3703,0.5008451,267549050.6804
1663635600000,2022-09-20 01:00:00,0.49522616,0.98108525,166586341.1712,0.50477384,169798028.395
1663639200000,2022-09-20 02:00:00,0.53001814,1.1277417,94937185.5024,0.46998186,84183449.0016
1663642800000,2022-09-20 03:00:00,0.48483081,0.94110988,348086612.5494,0.51516919,369868195.95743
1663646400000,2022-09-20 04:00:00,0.50312171,1.0125653,131338179.8561,0.49687829,129708355.9664
1663650000000,2022-09-20 05:00:00,0.53839304,1.16634516,155396162.7542,0.46160696,133233427.0649
1663653600000,2022-09-20 06:00:00,0.48752433,0.95131214,107270523.1008,0.51247567,112760594.7381
1663657200000,2022-09-20 07:00:00,0.49492521,0.9799048,494786194.97066,0.50507479,504932922.1455
1663660800000,2022-09-20 08:00:00,0.4990063,0.9960331,220272283.2204,0.5009937,221149562.1565
1663664400000,2022-09-20 09:00:00,0.48482596,0.94109162,256266155.7557,0.51517404,272307341.27473
1663668000000,2022-09-20 10:00:00,0.53863947,1.16750226,215791197.4474,0.46136053,184831502.3713
1663671600000,2022-09-20 11:00:00,0.47986935,0.92259385,208118025.1967,0.52013065,225579245.1293
1663675200000,2022-09-20 12:00:00,0.4957299,0.98306424,430349821.6808,0.5042701,437763682.5134
1663678800000,2022-09-20 13:00:00,0.48061685,0.92536089,902316647.128,0.51938315,975097018.15097
1663682400000,2022-09-20 14:00:00,0.52891772,1.12277143,535376416.9308,0.47108228,476834736.0605
1663686000000,2022-09-20 15:00:00,0.5186507,1.0774934,493114321.46673,0.4813493,457649504.7811
1663689600000,2022-09-20 16:00:00,0.48899424,0.9569251,483002227.4358,0.51100576,504744026.5598
1663693200000,2022-09-20 17:00:00,0.46121265,0.85601982,557148403.4686,0.53878735,650859230.31778
1663696800000,2022-09-20 18:00:00,0.52046411,1.08534963,469084275.567,0.47953589,432196467.9116
1663700400000,2022-09-20 19:00:00,0.4745774,0.90322989,271617101.821,0.5254226,300717573.1743
1663704000000,2022-09-20 20:00:00,0.49910629,0.99643154,149321286.3973,0.50089371,149856041.6597
1663707600000,2022-09-20 21:00:00,0.50294348,1.01184363,182874980.2547,0.49705652,180734428.7875
1663711200000,2022-09-20 22:00:00,0.50594445,1.02406389,143894413.7804,0.49405555,140513122.0945
1663714800000,2022-09-20 23:00:00,0.48545019,0.94344645,149493392.2088,0.51454981,158454559.7663
1663718400000,2022-09-21 00:00:00,0.50009729,1.00038925,171523817.4348,0.49990271,171457077.1199
1663722000000,2022-09-21 01:00:00,0.48595185,0.94534306,93935647.1775,0.51404815,99366728.4454
1663725600000,2022-09-21 02:00:00,0.51098937,1.04494534,153285273.2787,0.48901063,146692145.5811
1663729200000,2022-09-21 03:00:00,0.50772801,1.03139732,65575266.0459,0.49227199,63579053.8485
1663732800000,2022-09-21 04:00:00,0.50634199,1.02569387,79577216.2785,0.49365801,77583788.5887
1663736400000,2022-09-21 05:00:00,0.46996671,0.88667393,194385286.1789,0.53003329,219229728.7048
1663740000000,2022-09-21 06:00:00,0.49585944,0.9835738,338220979.8862,0.50414056,343869446.8074
1663743600000,2022-09-21 07:00:00,0.51318856,1.05418343,209338163.7749,0.48681144,198578499.3209
1663747200000,2022-09-21 08:00:00,0.47076982,0.88953699,121372544.0863,0.52923018,136444628.6789
1663750800000,2022-09-21 09:00:00,0.55597465,1.25212369,216213409.8541,0.44402535,172677357.0489
1663754400000,2022-09-21 10:00:00,0.54338374,1.19002278,311227601.3139,0.45661626,261530794.051
1663758000000,2022-09-21 11:00:00,0.51746651,1.07239504,247523337.6712,0.48253349,230813580.3676
1663761600000,2022-09-21 12:00:00,0.51443362,1.05945065,330489411.32133,0.48556638,311944128.6185
1663765200000,2022-09-21 13:00:00,0.50579901,1.02346824,371283905.296,0.49420099,362770323.5656
1663768800000,2022-09-21 14:00:00,0.49657464,0.9863918,608174524.8051,0.50342536,616564863.6825
1663772400000,2022-09-21 15:00:00,0.50237332,1.00953854,523702619.2605,0.49762668,518754459.1143
1663776000000,2022-09-21 16:00:00,0.51477182,1.06088608,235982508.3046,0.48522818,222439065.699
1663779600000,2022-09-21 17:00:00,0.55185745,1.23143281,795655751.02003,0.44814255,646121935.9391
1663783200000,2022-09-21 18:00:00,0.50728477,1.02956991,2728366775.25351,0.49271523,2650006334.4377103
1663786800000,2022-09-21 19:00:00,0.48278076,0.9334161,1256390272.6054,0.51721924,1346013074.85202
1663790400000,2022-09-21 20:00:00,0.48624378,0.94644847,426875062.5691,0.51375622,451028320.31518
1663794000000,2022-09-21 21:00:00,0.47026149,0.8877238,670588324.4813,0.52973851,755401986.25578
1663797600000,2022-09-21 22:00:00,0.49080536,0.96388555,616715522.793,0.50919464,639822357.9349
1663801200000,2022-09-21 23:00:00,0.48577883,0.94468849,260305231.2498,0.51422117,275546101.5871
1663804800000,2022-09-22 00:00:00,0.4637237,0.8647104,267739836.7752,0.5362763,309629486.4871
1663808400000,2022-09-22 01:00:00,0.52889006,1.1226468,217717146.4107,0.47110994,193932007.0143
1663812000000,2022-09-22 02:00:00,0.56011173,1.27330453,360831731.33185,0.43988827,283382114.62350005
1663815600000,2022-09-22 03:00:00,0.44526223,0.80265353,188858169.2265,0.55473777,235292268.0806
1663819200000,2022-09-22 04:00:00,0.50364869,1.01470206,189356275.9326,0.49635131,186612684.8745
1663822800000,2022-09-22 05:00:00,0.48523673,0.94264054,151755179.3781,0.51476327,160989446.3211
1663826400000,2022-09-22 06:00:00,0.50633204,1.02565302,354699545.8689,0.49366796,345828012.2191
1663830000000,2022-09-22 07:00:00,0.54348135,1.19049099,328285395.63428,0.45651865,275756303.8281
1663833600000,2022-09-22 08:00:00,0.54345425,1.19036097,706952377.73482,0.45654575,593897478.4144
1663837200000,2022-09-22 09:00:00,0.50773838,1.0314401,349134222.661,0.49226162,338492000.6255
1663840800000,2022-09-22 10:00:00,0.50874731,1.03561227,250368065.0514,0.49125269,241758495.2474
1663844400000,2022-09-22 11:00:00,0.53906613,1.16950863,432225256.4903,0.46093387,369578509.4648
1663848000000,2022-09-22 12:00:00,0.49866624,0.99467916,410575741.8251,0.50133376,412772037.5925
1663851600000,2022-09-22 13:00:00,0.48290931,0.93389674,609559568.5402,0.51709069,652705531.61648
1663855200000,2022-09-22 14:00:00,0.51059007,1.04327688,552119804.167,0.48940993,529216946.014
